COUNTRY,IMDB,CODE
USA,3.9,
UK,7.2,
USA,5.3,
USA,5.8,
USA,6.1,
USA,7.4,
USA,7.7,
Germany,6.5,
USA,6.2,
USA,6,
Australia,6.1,
USA,4.7,
UK,6.7,
USA,5.7,
USA,4.4,
USA,5.1,
USA,7.2,
USA,5,
USA,4.1,
USA,5.4,
USA,5.9,
USA,5.1,
USA,5.4,
Germany,6.8,
USA,5.8,
USA,3.9,
USA,6.6,
USA,6,
USA,6.3,
USA,5.5,
USA,6.6,
USA,7.1,
USA,5.4,
USA,7.3,
USA,5.4,
USA,6.7,
USA,6.7,
UK,7.7,
USA,3.6,
USA,7.3,
USA,7.4,
France,6,
USA,4.8,
USA,6.4,
USA,5.4,
USA,4.6,
Aruba,4.8,
USA,6.2,
Japan,8.6,
USA,5.9,
Japan,6,
USA,5.9,
France,5,
Canada,6.4,
UK,8,
USA,4,
USA,6.3,
USA,5.1,
USA,6.8,
USA,7.4,
USA,3.8,
USA,6.8,
USA,4.5,
USA,5.8,
USA,4.9,
USA,5.9,
USA,8.2,
USA,7.3,
USA,6.8,
USA,6.8,
USA,5.7,
Canada,7.7,
USA,6.1,
Ireland,7.9,
USA,7.1,
USA,5.4,
USA,7,
USA,2.7,
USA,5.9,
USA,6.8,
USA,7,
USA,7.7,
USA,7.1,
USA,6.7,
USA,7.8,
USA,7.6,
USA,5.3,
Germany,1.9,
USA,6.2,
USA,6.6,
USA,7.1,
UK,7.8,
USA,7.4,
Australia,7.6,
USA,6.2,
USA,5,
Canada,6.7,
USA,7.2,
USA,4.3,
USA,6.9,
Canada,3.7,
USA,5.5,
USA,5.9,
USA,5.9,
UK,7,
USA,7,
USA,4.9,
USA,7.4,
USA,7,
USA,5.5,
USA,5.4,
USA,5.5,
USA,5.6,
USA,4.9,
USA,5.4,
USA,6,
USA,6.5,
UK,6.9,
USA,7.6,
UK,6.4,
Germany,5.5,
UK,7.1,
UK,6.9,
USA,7,
USA,7,
USA,6.3,
USA,5.4,
USA,7.9,
UK,7.4,
USA,7.4,
USA,4.5,
USA,6.7,
USA,5.6,
USA,5.3,
USA,6.3,
China,7.5,
USA,3.8,
USA,5.5,
USA,7,
USA,6.6,
USA,5,
USA,7.7,
USA,6,
USA,6.6,
USA,6,
USA,3.2,
USA,6.7,
USA,6.5,
USA,7.5,
USA,8.3,
USA,5.9,
Canada,6.5,
USA,6.7,
UK,8,
Canada,7.1,
France,7.5,
UK,6.8,
USA,5.1,
UK,5.5,
USA,6.3,
USA,6.2,
USA,5.2,
Brazil,8.7,
USA,6.6,
UK,6.5,
USA,6.8,
USA,6.8,
USA,6.9,
USA,6.3,
USA,6.7,
USA,6,
USA,7,
USA,2.8,
UK,5.7,
USA,7.4,
USA,6.4,
USA,6.5,
Russia,5.6,
Germany,7.8,
USA,6.5,
Germany,6.2,
France,8,
USA,6.2,
USA,5.4,
Spain,7.5,
USA,6.7,
USA,5.5,
USA,6.5,
Iran,8.4,
USA,5.4,
UK,7.4,
USA,3,
USA,6.7,
USA,4.4,
USA,2.1,
France,7.8,
USA,4.3,
UK,4.7,
USA,6.1,
USA,5.7,
USA,6.3,
Canada,8.2,
Germany,7.4,
Canada,6.2,
USA,7.1,
USA,5.9,
USA,6.1,
USA,6.7,
UK,4.2,
USA,5.3,
USA,6.2,
Australia,5.9,
USA,5.9,
Canada,7.2,
New Line,4.4,
USA,8.6,
USA,7.5,
USA,7.4,
USA,6.7,
Germany,7,
UK,6.2,
Hong Kong,6.5,
France,6.3,
China,7,
USA,5.3,
USA,5.6,
USA,7.2,
USA,6.7,
Colombia,7.5,
India,8.4,
USA,5.8,
USA,6.4,
USA,4.9,
USA,5.4,
USA,4.6,
Mexico,7.4,
USA,6.2,
USA,7.1,
USA,7.5,
USA,5.3,
USA,7.2,
USA,7.1,
USA,5.6,
USA,6.9,
France,6.1,
Canada,6.7,
UK,7.4,
USA,7.4,
France,8,
Germany,7.7,
France,7.7,
Australia,7.5,
USA,7,
USA,6.7,
USA,6.2,
France,6.7,
USA,6.6,
Italy,8.9,
USA,6.3,
USA,6.7,
USA,5.6,
USA,4.3,
USA,7.2,
UK,8.4,
USA,6.7,
USA,7.2,
USA,4.1,
USA,7.4,
UK,5.4,
USA,7.8,
UK,7.2,
UK,7.5,
USA,5.5,
USA,7.9,
USA,5.3,
USA,6,
UK,4.2,
USA,7,
USA,8,
USA,7.2,
USA,6,
USA,5.9,
USA,7,
USA,7.7,
USA,6.8,
Mexico,6.8,
UK,6.5,
Russia,7.3,
UK,7.3,
USA,2,
Mexico,6.6,
New Zealand,6.3,
USA,2.4,
USA,4.1,
USA,5.8,
Brazil,8,
USA,6.3,
USA,7,
USA,6.9,
USA,4.9,
Germany,8.3,
USA,7.3,
USA,7.1,
USA,6.6,
USA,7.6,
UK,6.2,
USA,4.7,
USA,8.1,
Mexico,8.1,
Ireland,7.3,
USA,7.1,
USA,7.1,
USA,3.5,
USA,6.4,
USA,7.2,
Italy,8.4,
USA,7,
USA,4.6,
USA,6.4,
UK,6.3,
Canada,2.3,
Canada,7.2,
New Zealand,7.9,
USA,5.9,
UK,6,
USA,6.3,
France,7.5,
USA,5.3,
UK,7.9,
USA,6.1,
Italy,7,
USA,5.6,
USA,6.7,
USA,6.2,
USA,5.6,
France,6.5,
USA,7.4,
USA,4.1,
USA,2.1,
UK,6.1,
USA,5,
USA,5.5,
USA,6.4,
USA,7.2,
France,7.3,
USA,6.6,
UK,4.5,
Canada,5.3,
France,5.8,
USA,7.5,
USA,6.6,
USA,6,
USA,6.5,
Australia,5.3,
Japan,8.2,
USA,4.6,
USA,4.6,
USA,5.1,
USA,7,
USA,6.9,
USA,7.1,
USA,6.8,
USA,6.4,
South Korea,7,
USA,6.9,
USA,5.1,
Germany,3.8,
USA,7.4,
USA,8,
USA,6.4,
USA,6.4,
UK,6.9,
France,8,
UK,7,
Australia,7.1,
USA,6.5,
UK,7.8,
USA,3.8,
Netherlands,7.8,
Germany,5.3,
USA,6.4,
USA,5.3,
USA,4.1,
USA,6.5,
USA,3.9,
Canada,7.7,
USA,6.7,
France,6.7,
USA,6.8,
USA,2.1,
USA,6.8,
USA,6.5,
Canada,6,
USA,7.6,
USA,7,
India,7.8,
USA,6.8,
Australia,7.1,
USA,6.9,
UK,6.9,
Denmark,8,
USA,4.4,
USA,3.1,
USA,6,
Indonesia,7.6,
UK,6.9,
Canada,7.7,
USA,5.2,
Germany,7.7,
USA,7.1,
USA,6.8,
India,8,
USA,7,
USA,4.1,
USA,6.2,
USA,7,
UK,7.3,
USA,4.7,
UK,6.8,
USA,7,
France,7.2,
USA,7.5,
USA,5.3,
France,7.3,
USA,7.4,
USA,7.2,
USA,7.4,
USA,7.1,
UK,7.7,
USA,7.1,
USA,4.9,
USA,2.7,
Greece,6.7,
UK,7.3,
UK,8.2,
France,6.8,
France,7.9,
USA,8.4,
UK,6.1,
USA,6.7,
USA,6.6,
USA,6.9,
USA,5.3,
USA,6.9,
France,6.6,
Italy,8,
USA,5.9,
USA,7.3,
USA,5.8,
USA,7.3,
Canada,7.7,
USA,6.7,
USA,6.7,
USA,6.9,
USA,7,
USA,5.5,
USA,7.1,
USA,5.2,
USA,7.1,
UK,6.6,
India,6,
USA,6.7,
USA,6.2,
USA,6.3,
USA,7.1,
USA,7.5,
UK,7.3,
USA,6.4,
USA,7.1,
USA,6.8,
USA,7.8,
USA,7.1,
UK,7.8,
USA,6.5,
Mexico,5,
USA,3.9,
USA,6.6,
USA,7.5,
France,7.1,
USA,6.3,
Canada,6.6,
USA,5.4,
USA,6.9,
USA,5.6,
France,7.3,
USA,7.3,
New Zealand,7.4,
India,6.9,
UK,7.1,
UK,5.4,
Denmark,7.1,
USA,7.8,
UK,6.7,
USA,7.8,
USA,7.8,
USA,4.8,
UK,7,
UK,6.3,
USA,6.9,
UK,7.8,
USA,7.1,
USA,6.2,
USA,5.3,
USA,7.5,
USA,6.5,
India,7.9,
UK,7.3,
USA,6.9,
USA,7.6,
USA,6.3,
UK,7.3,
USA,6,
Canada,7.3,
USA,6.2,
USA,7.2,
USA,6.3,
Canada,6.8,
Italy,7.7,
USA,5.7,
USA,6.2,
USA,8.4,
USA,6.3,
USA,5.1,
USA,5.8,
UK,6.5,
USA,5.9,
USA,6.4,
UK,6.2,
UK,6.9,
USA,7.2,
USA,8.5,
UK,7.5,
USA,5.3,
USA,7.2,
USA,4.7,
USA,6.7,
France,5.7,
USA,7,
USA,6.6,
USA,6.4,
USA,6.5,
UK,7.2,
USA,7.5,
USA,7.1,
France,6.9,
USA,6.8,
UK,7.4,
USA,3.3,
UK,7,
UK,7,
UK,3,
USA,6.5,
USA,7.7,
Japan,8.4,
Israel,8,
USA,6,
UK,6.9,
USA,7,
USA,6.6,
Germany,7.8,
Denmark,6.4,
USA,7,
Germany,7.5,
USA,7.2,
Spain,6.7,
USA,6.6,
USA,6.5,
South Korea,8.4,
USA,6.3,
USA,4.9,
USA,6.3,
Hong Kong,7.2,
USA,7.2,
USA,5.7,
USA,5.9,
Spain,8.1,
USA,7,
France,7.2,
USA,6.6,
Czech Republic,7.1,
USA,7.6,
USA,6.9,
France,6.6,
USA,5.8,
USA,6.6,
USA,6.4,
USA,4.5,
USA,7.1,
USA,6.7,
UK,6.9,
USA,6.6,
USA,6.5,
USA,7,
USA,6.5,
USA,6.3,
USA,5.3,
USA,5.6,
USA,6.3,
USA,6.9,
Australia,7.4,
UK,4.2,
USA,6.5,
UK,7,
USA,5.4,
UK,7.2,
USA,5.4,
Germany,6.6,
USA,7.1,
USA,6.3,
USA,7.2,
USA,7.7,
USA,7,
UK,7.5,
USA,7.4,
USA,4.5,
USA,6.7,
UK,6.8,
USA,6.7,
USA,7.1,
Spain,7.2,
USA,2.8,
USA,7.7,
UK,6.7,
USA,6.4,
France,6.9,
Denmark,8.1,
USA,2.8,
Canada,6.8,
USA,5.7,
India,6,
USA,6.7,
Ireland,6.9,
USA,2.9,
USA,5.7,
USA,7.8,
USA,5.8,
USA,6.7,
USA,6.3,
USA,6.8,
Russia,6.5,
USA,6.9,
USA,6.5,
USA,8.3,
USA,6.4,
USA,5.9,
Belgium,7.1,
China,6.1,
France,7.8,
France,7,
USA,6.6,
USA,7,
USA,6.8,
UK,7.2,
USA,6.1,
USA,6.5,
France,6.3,
UK,7.1,
USA,7,
USA,6.7,
UK,6.8,
France,6.2,
France,7.2,
USA,6.4,
UK,6.8,
USA,6,
UK,8.3,
USA,7.1,
USA,6.6,
Argentina,7.9,
Czech Republic,6.4,
USA,5.1,
France,7.2,
Norway,7.6,
USA,7.5,
UK,6.8,
Romania,7.9,
USA,5.1,
USA,5.9,
Germany,7.1,
USA,5.1,
USA,7.1,
USA,7.2,
UK,8.1,
Afghanistan,7.4,
USA,6.5,
USA,6,
USA,7.2,
South Korea,8.1,
USA,6.8,
USA,3.3,
UK,7.2,
Canada,7,
USA,5.7,
Spain,7.7,
USA,6.1,
UK,6.9,
Spain,5.9,
USA,5.8,
USA,6.7,
France,7.2,
USA,6.6,
Germany,7.3,
USA,6.6,
France,7.8,
Germany,4.2,
USA,7.1,
Canada,6.2,
USA,6.8,
Spain,7,
Australia,7.1,
USA,7,
UK,6.6,
Canada,7.2,
USA,7.1,
USA,7.2,
Iran,6.5,
UK,6.3,
UK,6.8,
USA,7.3,
USA,7.2,
Poland,5.1,
USA,6.7,
USA,5.7,
Germany,7.3,
Iran,8.5,
USA,6.8,
USA,6.7,
USA,5.3,
Mexico,6.8,
USA,6.2,
USA,6.4,
Australia,6.5,
USA,6.9,
USA,5.4,
UK,7.7,
Canada,6.5,
USA,3.8,
Hong Kong,6.7,
UK,6.9,
USA,7.3,
USA,7.1,
USA,4.4,
USA,7.2,
USA,5.2,
USA,4.8,
USA,7.2,
Canada,7.6,
USA,5.1,
Denmark,5.7,
USA,7.2,
UK,7.7,
USA,5,
Canada,6.2,
USA,8.1,
France,6.1,
Netherlands,7.8,
USA,6.7,
Canada,6.1,
France,7,
USA,7.2,
France,7.7,
USA,7.2,
Iran,7.5,
UK,6.9,
UK,7.2,
China,5.6,
USA,6.6,
USA,6.8,
Germany,5.1,
USA,7.4,
USA,6.6,
France,7.3,
USA,6.8,
China,7.4,
USA,5.2,
Spain,7.2,
Czech Republic,7.4,
USA,7,
Taiwan,6.4,
Finland,7.2,
India,6.2,
Denmark,8.3,
USA,6.5,
USA,7.3,
UK,3.6,
USA,6,
USA,7.2,
USA,6.2,
USA,5.7,
USA,6.5,
USA,7,
Ireland,6.8,
USA,6.9,
Netherlands,7.1,
USA,6.8,
USA,5.3,
USA,4.6,
USA,6.5,
USA,6.8,
USA,5.3,
USA,6.8,
UK,7.7,
France,7.2,
USA,4.4,
Australia,7.5,
USA,7.1,
Canada,7.3,
Hong Kong,7.3,
UK,8.2,
USA,4.8,
Germany,7.4,
USA,6,
UK,7.7,
USA,7,
USA,6.7,
Thailand,6.6,
USA,5.9,
UK,7.6,
USA,7.2,
USA,7.2,
USA,7.3,
Japan,8.1,
Spain,5.9,
USA,3.6,
USA,5.1,
USA,7,
France,6.5,
USA,5.3,
Japan,6.9,
USA,6.8,
USA,7.2,
UK,6.5,
Australia,6.4,
USA,5.4,
USA,5.7,
USA,6.4,
UK,6.9,
Spain,7.6,
USA,6.3,
USA,7.1,
USA,7.2,
USA,6.4,
USA,5.9,
UK,7.1,
Brazil,7.9,
USA,6.2,
USA,6.5,
USA,6.9,
USA,7,
USA,5,
USA,5.9,
UK,6.9,
USA,6.8,
Italy,6.1,
France,7.3,
USA,5.6,
USA,6.5,
USA,6.4,
USA,7.1,
UK,7.7,
USA,6.1,
USA,6,
USA,6.8,
USA,6.4,
Australia,6.2,
USA,6.8,
Norway,7.6,
USA,2.3,
USA,6.4,
Argentina,6.7,
USA,6.4,
UK,6.6,
USA,4.3,
Canada,6.8,
USA,6.3,
USA,6,
New Zealand,7.6,
USA,6.1,
USA,7.6,
USA,7.7,
Germany,7.3,
France,7.3,
France,5.5,
Japan,8.7,
Australia,6.3,
USA,5.4,
Hong Kong,7.5,
USA,7.1,
USA,6.7,
USA,7.2,
Norway,7,
USA,4.1,
USA,5.3,
USA,7.5,
UK,6.4,
USA,6.2,
UK,6.9,
France,6.6,
Spain,6.2,
USA,7.3,
UK,6.2,
France,7.9,
Italy,6.5,
USA,6.5,
USA,6.5,
USA,7.5,
USA,6.1,
Germany,7.5,
Australia,6.4,
South Korea,7.7,
France,6.9,
USA,7,
USA,5.3,
India,7.2,
USA,6.6,
UK,6.3,
UK,6.7,
Hungary,7.1,
USA,6.2,
USA,6.6,
USA,5.5,
UK,4.4,
USA,4.5,
UK,6.3,
France,7.1,
USA,5.8,
USA,5.5,
USA,7,
USA,6.1,
USA,3.9,
UK,6.1,
USA,4.6,
USA,6.9,
USA,7.6,
USA,6.3,
USA,5.6,
Mexico,6.2,
South Korea,3.6,
USA,8.6,
USA,7.4,
Israel,7.3,
USA,6.6,
USA,7.1,
Spain,7.7,
France,6,
USA,6.7,
Denmark,7.3,
France,6.5,
UK,7.3,
UK,6,
USA,4.1,
Australia,6,
USA,6.7,
UK,6.6,
France,6.9,
USA,5.7,
USA,8.4,
USA,6.3,
USA,5.6,
China,6.5,
Hong Kong,7.1,
South Korea,7.3,
China,6,
USA,5.5,
Italy,6.9,
USA,3.3,
USA,6.4,
USA,7.3,
USA,6.7,
Canada,4.7,
USA,5.5,
China,7.7,
USA,6.5,
USA,6.6,
USA,6.2,
UK,6.9,
USA,6.7,
UK,6.2,
UK,7.6,
USA,7.5,
USA,7.3,
USA,7,
Australia,6.3,
USA,6,
USA,5.9,
France,6.6,
USA,6.1,
UK,7.1,
USA,7.4,
Thailand,6.2,
USA,6.4,
USA,5,
USA,6.4,
USA,5.8,
USA,6.4,
USA,5.9,
Mexico,7.7,
India,3.3,
Denmark,6.8,
USA,7.1,
France,7.1,
USA,6.2,
France,5.8,
USA,5.3,
USA,5.6,
Germany,7.4,
Japan,7.4,
USA,4.7,
USA,6.3,
USA,4.3,
UK,6.5,
Italy,7.8,
USA,6.6,
China,7.9,
France,6.6,
USA,6.5,
USA,5.5,
France,6,
USA,6.2,
USA,5.9,
USA,6.3,
Denmark,7.4,
USA,5.9,
USA,6.1,
China,6.1,
USA,5.7,
France,7.9,
USA,6.7,
Philippines,6.3,
USA,7.2,
USA,6.3,
USA,6.2,
UK,5.9,
USA,7.9,
UK,7.3,
France,6.7,
USA,5.5,
USA,6.8,
USA,6.1,
USA,7,
USA,7.3,
Canada,6.1,
USA,4.9,
UK,6.2,
USA,6.4,
Spain,5.3,
USA,6.2,
USA,6.7,
USA,7,
USA,3.9,
Hong Kong,7.3,
India,4.8,
Japan,7.5,
USA,6.8,
USA,6.6,
USA,6.5,
USA,6,
USA,8.3,
UK,5.1,
Norway,6.4,
France,6.5,
USA,5.6,
USA,5.5,
USA,6.7,
Canada,7,
Spain,7.2,
Canada,6.8,
USA,7.5,
UK,6.6,
USA,4.7,
USA,5.1,
Israel,7.2,
USA,7.4,
USA,5.7,
South Korea,6.8,
USA,5.6,
USA,7,
USA,5.1,
USA,5.3,
Spain,6.6,
France,7.2,
Germany,7,
Germany,8.3,
UK,6.1,
UK,6.3,
Canada,7.4,
USA,7.7,
UK,5.5,
USA,5.6,
Italy,6.6,
UK,6.2,
USA,6.2,
Japan,6.1,
Germany,4.5,
USA,6.2,
Germany,5.8,
USA,6.1,
USA,6.8,
USA,5.9,
Brazil,6.1,
USA,5.3,
USA,5.8,
USA,5.7,
Iceland,6.9,
USA,6.2,
USA,5.5,
USA,6.5,
France,5.8,
UK,5.2,
USA,6.3,
USA,6.2,
Georgia,5.6,
India,7.6,
Germany,3.3,
USA,5.8,
USA,3.5,
USA,5.6,
USA,6.8,
USA,7.5,
Australia,6.6,
USA,6.6,
USA,6.1,
USA,6,
France,6.1,
USA,5.8,
UK,6.6,
USA,6.4,
USA,8.1,
USA,6.5,
Iceland,6.9,
USA,4.7,
Mexico,7,
USA,6.4,
USA,6.5,
USA,6.1,
Sweden,7.6,
China,7.6,
USA,5.8,
USA,6.7,
Brazil,8.1,
USA,7.7,
USA,6.2,
USA,6.4,
USA,6.4,
USA,6.9,
UK,7.7,
USA,7.1,
Germany,6.1,
USA,3.9,
USA,6.6,
USA,5.9,
South Africa,7.8,
USA,7,
UK,5.4,
USA,6.4,
Belgium,6.3,
Canada,5.2,
USA,7.2,
Spain,6.1,
Canada,6.7,
USA,7.2,
USA,5.1,
USA,5.4,
USA,4.8,
USA,5.7,
USA,7.2,
Canada,5.7,
USA,4.6,
USA,7.7,
Germany,4.1,
USA,5.4,
Thailand,5.7,
